tdb,tr,rh,v,wbgt,heat_index,age,weight,height,bmi,activity_level,met_w_m2,clo,acclimatized,hydration_status,hours_worked,worker_type,d_lim_t_re_raw,water_loss_g,t_re_final,t_sk_final,remaining_safe_min,hr_estimated,climate_zone,risk_label_int,risk_label,alert_color
21.51,29.37,45.06,1.83,17.485,21.512,32,55.3,166.2,20.02,heavy,200.0,0.65,1,mild,5.09,road_labor,480.0,2271.5,37.6,34.0,191.39,107.0,Composite,0,LOW,green
30.61,33.25,42.08,7.58,23.731,30.707,49,68.5,151.0,30.04,moderate,130.0,0.46,0,mild,4.24,salt_pan,480.0,2265.0,37.6,32.4,177.4,118.7,Hot_Dry,0,LOW,green
33.35,49.24,75.15,4.74,32.452,47.034,29,60.4,166.3,21.82,heavy,200.0,0.63,1,mild,1.65,road_work,480.0,6201.0,37.9,35.0,397.77,119.2,Semi_Arid,0,LOW,green
33.41,42.58,64.97,3.09,30.474,42.572,54,79.2,167.2,28.31,moderate,130.0,0.4,1,well,6.1,agriculture,480.0,3039.2,37.5,34.5,186.29,120.4,Semi_Arid,0,LOW,green
30.57,38.09,62.03,4.29,26.775,34.415,23,71.1,160.9,27.45,moderate,130.0,0.46,0,well,6.01,fishing,480.0,2475.8,37.5,33.8,119.65,115.8,Hot_Humid,0,LOW,green
33.36,38.65,49.99,2.3,28.005,37.024,27,47.9,155.9,19.71,heavy,200.0,0.51,0,well,2.36,quarry,480.0,4667.4,37.9,34.9,338.46,119.6,Semi_Arid,0,LOW,green
35.02,42.8,57.33,3.27,30.689,43.835,18,55.1,162.6,20.85,heavy,200.0,0.45,1,dehydrated,4.24,fishing,480.0,5410.6,38.0,35.0,159.67,136.2,Hot_Humid,0,LOW,green
36.22,50.32,65.48,2.96,34.208,52.097,23,53.2,153.9,22.47,moderate,130.0,0.41,0,mild,0.4,brick_kiln,480.0,4713.3,37.6,35.3,408.02,104.2,Composite,0,LOW,green
32.36,36.07,84.27,1.14,31.153,47.703,23,52.2,153.1,22.27,moderate,130.0,0.34,0,mild,4.09,construction,480.0,3119.0,37.4,34.9,186.44,117.1,Semi_Arid,0,LOW,green
31.6,38.13,68.36,1.01,29.258,38.713,46,79.7,165.9,28.96,moderate,130.0,0.51,1,well,3.42,agriculture,480.0,2925.0,37.4,34.7,346.68,111.7,Semi_Arid,0,LOW,green
36.0,42.93,26.44,1.28,27.157,36.003,33,82.6,175.7,26.77,moderate,130.0,0.36,0,mild,1.32,agriculture,480.0,3851.4,37.6,35.0,352.89,103.6,Hot_Dry,0,LOW,green
22.22,31.83,91.3,1.74,22.856,22.225,43,60.0,150.6,26.44,moderate,130.0,0.4,1,well,5.82,construction,480.0,655.8,37.2,33.6,203.03,103.7,Highland,0,LOW,green
39.33,54.05,68.95,1.82,38.058,67.65,21,72.1,157.5,29.03,heavy,200.0,0.56,1,well,2.76,construction,26.0,9307.7,41.5,38.2,0.0,124.5,Hot_Dry,3,CRITICAL,red
33.61,49.3,85.36,0.96,34.949,53.679,58,84.7,176.3,27.25,very_heavy,260.0,0.34,0,well,2.02,brick_kiln,49.0,10987.3,39.1,36.9,0.0,142.5,Composite,3,CRITICAL,red
22.09,37.05,61.77,4.55,20.244,22.091,36,77.3,176.7,24.77,heavy,200.0,0.62,1,dehydrated,3.05,brick_kiln,480.0,2287.6,37.6,33.8,231.06,113.7,Composite,0,LOW,green
31.72,36.75,33.52,3.97,23.659,31.716,24,67.5,163.3,25.32,very_heavy,260.0,0.52,0,mild,4.18,construction,26.0,5526.0,38.2,34.6,0.0,136.1,Hot_Humid,3,CRITICAL,red
32.58,42.8,53.02,1.0,29.067,36.287,25,71.7,171.7,24.34,heavy,200.0,0.49,1,dehydrated,2.66,construction,480.0,5319.2,37.9,35.4,254.49,126.8,Semi_Arid,0,LOW,green
32.85,40.93,18.73,3.33,22.692,32.85,51,66.1,158.6,26.26,moderate,130.0,0.49,1,well,2.76,construction,480.0,2905.8,37.5,33.9,386.37,97.5,Hot_Dry,0,LOW,green
34.03,44.37,67.49,5.79,30.787,45.645,38,52.8,150.3,23.4,light,65.0,0.56,0,mild,6.29,agriculture,480.0,2130.4,37.3,33.5,54.83,115.6,Hot_Dry,1,MODERATE,yellow
25.39,28.81,84.14,2.97,23.705,25.392,21,55.3,160.0,21.6,moderate,130.0,0.42,0,mild,5.62,road_work,480.0,933.5,37.3,33.3,94.73,114.6,Semi_Arid,0,LOW,green
32.48,44.51,44.57,4.48,27.176,33.941,30,61.5,154.3,25.86,heavy,200.0,0.37,1,dehydrated,4.77,quarry,78.0,4730.7,38.0,34.4,0.0,130.6,Semi_Arid,3,CRITICAL,red
34.69,40.28,25.02,3.56,24.864,34.69,53,62.0,153.0,26.46,heavy,200.0,0.63,1,mild,2.61,brick_kiln,480.0,4578.4,37.9,34.4,339.93,106.4,Composite,0,LOW,green
32.29,43.22,31.93,0.93,25.984,32.292,38,80.4,158.0,32.2,heavy,200.0,0.38,1,dehydrated,4.28,road_work,480.0,4965.6,37.9,35.2,157.39,132.5,Semi_Arid,0,LOW,green
39.92,54.41,40.89,2.64,34.195,48.581,41,77.9,164.8,28.67,moderate,130.0,0.57,0,mild,0.67,brick_kiln,480.0,5380.9,37.7,35.3,391.88,114.3,Hot_Dry,0,LOW,green
32.64,35.48,58.5,6.38,27.663,38.106,52,79.8,166.6,28.76,moderate,130.0,0.51,0,mild,1.25,fishing,480.0,2745.0,37.6,33.2,357.05,102.4,Hot_Humid,0,LOW,green
27.79,35.74,68.93,3.35,25.289,30.139,42,84.5,154.8,35.28,light,65.0,0.58,0,mild,2.83,construction,480.0,606.5,37.1,33.3,262.19,92.7,Hot_Humid,0,LOW,green
30.84,46.71,70.37,4.96,29.442,37.273,36,69.1,161.8,26.4,light,65.0,0.66,0,dehydrated,5.41,construction,480.0,1537.4,37.2,33.6,35.5,121.4,Semi_Arid,1,MODERATE,yellow
33.32,40.13,50.28,3.06,28.081,37.02,56,47.8,168.2,16.89,moderate,130.0,0.33,0,mild,5.6,quarry,480.0,2843.8,37.5,34.3,95.85,114.9,Semi_Arid,0,LOW,green
27.96,39.07,59.09,6.06,24.205,29.291,20,52.6,151.8,22.82,very_heavy,260.0,0.45,0,mild,2.54,agriculture,30.0,4635.6,38.2,33.9,0.0,131.4,Semi_Arid,3,CRITICAL,red
29.27,40.85,65.71,1.8,27.531,32.498,46,72.6,157.0,29.44,light,65.0,0.51,0,mild,0.68,construction,480.0,1101.1,37.1,34.0,391.4,93.9,Hot_Humid,0,LOW,green
31.17,42.47,72.82,2.94,29.719,38.946,37,64.0,163.4,23.97,very_heavy,260.0,0.35,0,mild,6.82,agriculture,29.0,5734.4,38.2,35.1,0.0,148.8,Semi_Arid,3,CRITICAL,red
33.19,42.86,38.4,3.35,26.778,33.19,49,50.1,178.9,15.65,very_heavy,260.0,0.61,1,mild,4.96,agriculture,30.0,5804.1,38.2,35.1,0.0,138.5,Hot_Humid,3,CRITICAL,red
25.82,30.78,50.18,3.4,20.828,25.819,38,58.9,158.4,23.47,moderate,130.0,0.5,1,dehydrated,5.78,construction,480.0,1261.7,37.4,33.2,67.38,111.0,Hot_Humid,0,LOW,green
38.14,48.18,28.74,4.66,28.966,38.14,54,60.6,167.5,21.6,light,65.0,0.46,1,mild,3.78,road_labor,480.0,2980.2,37.4,33.9,270.11,96.3,Composite,0,LOW,green
35.35,48.89,62.58,4.58,32.429,47.445,20,76.6,160.7,29.68,moderate,130.0,0.33,1,mild,2.82,agriculture,480.0,4315.4,37.7,34.7,327.55,114.3,Hot_Dry,0,LOW,green
27.07,40.58,83.75,3.93,27.039,30.268,42,64.2,161.0,24.76,moderate,130.0,0.54,1,dehydrated,0.97,brick_kiln,480.0,1842.3,37.4,33.9,355.54,100.5,Composite,0,LOW,green
35.82,47.3,79.64,3.9,34.731,60.056,23,50.9,162.9,19.17,heavy,200.0,0.33,0,dehydrated,0.18,agriculture,480.0,9268.9,37.7,35.2,349.16,138.1,Hot_Humid,0,LOW,green
30.9,39.05,44.6,3.87,25.192,31.489,23,45.0,150.6,19.84,moderate,130.0,0.54,0,mild,2.55,road_work,480.0,2644.0,37.5,33.8,278.78,108.2,Semi_Arid,0,LOW,green
30.22,35.18,60.64,2.03,26.458,33.392,28,75.2,171.7,25.5,light,65.0,0.42,1,mild,3.01,construction,480.0,932.7,37.1,33.8,316.06,87.2,Semi_Arid,0,LOW,green
27.79,39.92,63.75,5.15,25.03,29.537,57,77.6,171.5,26.36,heavy,200.0,0.42,0,mild,4.37,brick_kiln,480.0,2841.5,37.7,33.6,169.96,130.9,Hot_Dry,0,LOW,green
31.51,42.27,57.06,2.18,28.346,35.177,52,59.7,164.5,22.07,heavy,200.0,0.63,1,well,5.14,construction,480.0,4207.4,37.8,34.9,243.88,118.0,Hot_Humid,0,LOW,green
24.78,28.7,41.3,5.36,18.533,24.784,56,69.8,161.3,26.8,moderate,130.0,0.63,1,dehydrated,4.41,quarry,480.0,998.8,37.4,32.6,149.69,89.6,Semi_Arid,0,LOW,green
27.71,32.79,36.82,1.37,21.512,27.707,28,63.2,179.6,19.6,heavy,200.0,0.34,0,dehydrated,3.42,fishing,480.0,3276.9,37.8,34.2,154.94,123.3,Hot_Humid,0,LOW,green
35.41,42.94,55.03,3.11,30.746,43.878,55,60.7,183.5,18.03,heavy,200.0,0.35,0,dehydrated,0.72,road_work,480.0,4996.7,37.9,35.0,317.1,126.8,Semi_Arid,0,LOW,green
34.25,37.32,84.67,5.64,32.247,56.168,50,78.6,151.3,34.33,heavy,200.0,0.66,1,mild,3.23,quarry,44.0,8290.9,39.2,35.0,0.0,133.1,Semi_Arid,3,CRITICAL,red
35.78,37.52,68.85,6.63,31.883,52.583,41,80.3,153.7,33.99,moderate,130.0,0.7,1,mild,3.1,construction,480.0,5620.5,37.6,33.6,310.63,117.7,Hot_Humid,0,LOW,green
25.95,34.2,35.33,7.85,18.816,25.955,41,49.2,151.2,21.51,moderate,130.0,0.5,1,mild,2.71,tea_plantation,480.0,1223.3,37.5,32.1,334.01,92.0,Hot_Humid,0,LOW,green
25.72,38.68,57.48,6.17,22.299,25.723,57,70.0,163.4,26.22,heavy,200.0,0.38,0,mild,0.85,quarry,480.0,2150.8,37.7,33.0,381.02,111.9,Semi_Arid,0,LOW,green
35.13,45.62,69.37,5.32,32.229,50.461,27,76.9,160.2,29.96,heavy,200.0,0.69,1,dehydrated,4.21,brick_kiln,480.0,7361.3,37.9,34.8,161.21,143.6,Hot_Dry,0,LOW,green
36.85,43.58,62.18,1.36,33.382,52.279,57,68.9,153.3,29.33,moderate,130.0,0.45,1,well,3.85,road_labor,480.0,4351.0,37.4,35.2,320.96,113.7,Composite,0,LOW,green
31.33,48.18,28.07,2.88,25.145,31.329,49,64.8,150.4,28.65,very_heavy,260.0,0.7,1,well,4.7,salt_pan,32.0,5685.0,38.1,35.3,0.0,130.0,Hot_Dry,3,CRITICAL,red
25.23,30.32,54.58,3.91,20.643,25.227,25,74.9,169.5,26.07,moderate,130.0,0.37,1,mild,0.38,road_labor,480.0,865.9,37.3,32.9,474.18,84.8,Composite,0,LOW,green
26.52,36.08,68.72,2.07,24.764,26.521,30,51.6,154.6,21.58,very_heavy,260.0,0.59,1,dehydrated,5.72,road_labor,47.0,4651.7,38.0,35.1,0.0,141.0,Composite,3,CRITICAL,red
36.94,47.21,71.33,4.08,34.52,58.95,20,56.9,169.8,19.74,very_heavy,260.0,0.58,0,mild,6.11,construction,34.0,11474.1,39.7,36.5,0.0,150.2,Semi_Arid,3,CRITICAL,red
35.49,44.87,68.45,2.13,33.192,51.239,33,77.5,176.0,25.02,heavy,200.0,0.65,0,mild,1.95,salt_pan,480.0,6890.5,37.8,35.5,315.28,132.8,Hot_Dry,0,LOW,green
33.03,42.99,50.61,7.82,27.067,36.523,44,52.5,162.4,19.9,light,65.0,0.61,1,mild,3.88,agriculture,480.0,1903.4,37.4,32.7,264.02,93.3,Hot_Humid,0,LOW,green
24.58,37.02,73.12,1.12,24.211,24.577,31,75.0,176.6,24.05,very_heavy,260.0,0.57,0,dehydrated,5.29,road_work,53.0,4992.7,38.0,35.3,0.0,146.2,Semi_Arid,3,CRITICAL,red
31.22,39.3,40.18,4.53,24.66,31.234,27,80.4,170.8,27.59,moderate,130.0,0.46,0,mild,2.89,tea_plantation,480.0,2699.5,37.6,33.6,258.7,114.3,Hot_Humid,0,LOW,green
34.8,41.77,25.0,4.53,24.93,34.795,37,61.1,180.6,18.73,heavy,200.0,0.5,0,well,5.06,quarry,41.0,5092.6,38.1,34.3,0.0,122.4,Semi_Arid,3,CRITICAL,red
34.56,44.95,21.37,3.16,25.098,34.562,36,55.8,178.9,17.44,heavy,200.0,0.5,0,dehydrated,0.54,road_labor,48.0,5181.2,38.0,34.8,3.64,120.6,Composite,2,HIGH,orange
25.78,39.11,39.59,6.24,20.392,25.784,48,78.0,168.2,27.57,heavy,200.0,0.45,0,well,0.86,agriculture,480.0,2518.9,37.7,33.1,428.6,99.7,Hot_Dry,0,LOW,green
31.04,45.31,21.23,6.35,22.125,31.04,50,61.8,172.3,20.84,heavy,200.0,0.61,1,mild,0.83,brick_kiln,480.0,4125.2,37.9,33.8,447.1,107.5,Hot_Dry,0,LOW,green
31.69,42.84,73.77,3.61,30.093,40.842,33,53.1,169.8,18.42,moderate,130.0,0.69,0,mild,1.16,brick_kiln,480.0,3109.7,37.5,34.4,362.58,114.7,Hot_Dry,0,LOW,green
32.2,41.81,72.27,9.54,28.872,41.885,36,55.4,165.0,20.33,moderate,130.0,0.65,1,well,5.89,fishing,480.0,3747.7,37.7,32.9,198.39,118.9,Hot_Humid,0,LOW,green
27.56,33.87,78.15,5.2,25.133,30.791,23,70.2,151.7,30.51,heavy,200.0,0.66,0,mild,6.37,construction,480.0,3365.7,37.8,33.9,50.06,131.4,Hot_Humid,1,MODERATE,yellow
38.15,44.11,54.78,0.99,33.546,51.99,59,56.3,159.2,22.22,very_heavy,260.0,0.4,0,dehydrated,6.34,construction,480.0,9410.6,37.9,36.0,0.0,158.9,Semi_Arid,3,CRITICAL,red
28.19,36.49,42.07,5.35,22.063,27.989,30,55.7,155.5,23.05,moderate,130.0,0.64,1,dehydrated,0.33,construction,480.0,2110.4,37.5,33.2,394.47,100.8,Semi_Arid,0,LOW,green
29.62,32.83,44.81,5.43,23.216,29.809,32,45.9,173.2,15.29,heavy,200.0,0.69,1,dehydrated,3.92,road_work,480.0,3750.7,37.9,33.7,178.73,131.7,Semi_Arid,0,LOW,green
40.54,46.7,20.53,3.84,28.528,40.539,54,84.3,159.0,33.34,heavy,200.0,0.56,0,mild,1.39,salt_pan,34.0,6149.1,38.1,34.9,0.0,116.2,Hot_Dry,3,CRITICAL,red
38.89,42.48,63.44,2.95,34.351,60.966,21,61.7,153.1,26.33,heavy,200.0,0.57,1,mild,3.82,quarry,77.0,9319.6,38.5,35.7,0.0,143.0,Semi_Arid,3,CRITICAL,red
39.16,47.21,37.14,2.46,31.65,39.158,56,73.3,169.0,25.66,heavy,200.0,0.33,0,well,3.21,construction,47.0,6108.2,38.0,35.6,0.0,121.7,Highland,3,CRITICAL,red
36.37,42.46,80.8,7.14,33.876,63.587,56,66.8,152.2,28.85,moderate,130.0,0.51,1,mild,5.64,fishing,28.0,6713.3,40.4,35.3,0.0,122.0,Hot_Humid,3,CRITICAL,red
30.73,33.94,36.11,8.22,22.993,30.727,24,79.9,169.1,27.95,moderate,130.0,0.6,1,mild,5.28,fishing,480.0,2558.1,37.7,32.5,180.07,100.0,Hot_Humid,0,LOW,green
22.7,33.46,90.07,3.22,23.002,22.7,19,47.6,166.2,17.23,heavy,200.0,0.66,0,dehydrated,3.77,construction,480.0,2390.7,37.6,34.1,133.75,131.1,Highland,0,LOW,green
31.17,41.22,39.11,7.03,24.109,31.175,60,76.0,183.8,22.51,very_heavy,260.0,0.38,1,mild,3.66,agriculture,28.0,4923.6,38.2,33.5,0.0,131.2,Hot_Humid,3,CRITICAL,red
34.5,42.84,59.9,6.33,29.736,43.551,57,65.8,165.7,23.98,heavy,200.0,0.52,0,dehydrated,1.16,agriculture,480.0,5057.8,37.9,34.1,290.27,127.7,Hot_Dry,0,LOW,green
32.68,37.05,42.35,5.21,25.584,33.784,55,50.6,157.1,20.52,moderate,130.0,0.37,1,well,6.26,road_labor,480.0,2686.9,37.6,33.3,176.52,101.9,Composite,0,LOW,green
31.02,45.37,63.87,1.4,29.643,35.888,29,74.6,161.2,28.71,heavy,200.0,0.7,1,mild,3.4,road_work,480.0,5227.7,37.8,35.4,292.95,124.7,Semi_Arid,0,LOW,green
22.37,38.33,66.82,2.34,21.847,22.371,48,71.2,154.5,29.83,very_heavy,260.0,0.57,0,mild,0.65,brick_kiln,480.0,3489.8,37.9,34.7,392.93,119.6,Composite,0,LOW,green
38.91,53.76,46.19,2.64,34.236,48.962,23,73.4,161.0,28.32,very_heavy,260.0,0.49,0,mild,5.75,quarry,22.0,9020.9,38.4,36.3,0.0,149.8,Semi_Arid,3,CRITICAL,red
31.3,44.89,47.52,3.8,27.037,32.616,45,66.0,158.6,26.26,heavy,200.0,0.35,1,mild,0.61,road_work,480.0,4219.9,37.9,34.5,460.18,107.4,Semi_Arid,0,LOW,green
40.01,51.83,67.0,2.34,37.714,69.021,40,69.8,162.3,26.5,light,65.0,0.64,0,dehydrated,3.3,brick_kiln,53.0,6358.4,39.7,36.3,0.0,131.7,Hot_Dry,3,CRITICAL,red
41.25,54.07,59.87,1.91,38.219,67.75,19,57.6,150.1,25.55,moderate,130.0,0.57,1,mild,1.17,salt_pan,38.0,7143.7,40.7,37.4,0.0,119.7,Hot_Dry,3,CRITICAL,red
27.9,37.29,53.38,1.61,24.501,28.641,31,81.1,158.1,32.44,very_heavy,260.0,0.62,1,mild,0.41,construction,39.0,5186.8,38.1,35.3,15.55,115.6,Hot_Humid,2,HIGH,orange
37.8,39.81,66.12,6.02,33.452,58.644,44,60.6,163.3,22.73,very_heavy,260.0,0.39,1,dehydrated,2.67,construction,27.0,11453.8,39.0,35.1,0.0,143.5,Semi_Arid,3,CRITICAL,red
36.37,44.28,55.22,1.02,32.357,46.714,31,81.7,159.8,32.0,very_heavy,260.0,0.64,0,mild,2.05,construction,55.0,11445.3,38.3,36.3,0.0,137.1,Semi_Arid,3,CRITICAL,red
33.9,37.58,53.36,2.19,28.652,39.336,53,48.9,158.5,19.46,heavy,200.0,0.3,1,well,3.28,road_work,480.0,4251.7,37.8,34.8,355.12,119.8,Semi_Arid,0,LOW,green
28.85,30.38,50.0,7.82,23.168,29.464,21,80.1,180.7,24.53,very_heavy,260.0,0.43,1,well,2.38,construction,25.0,4525.9,38.2,32.9,0.0,108.3,Hot_Humid,3,CRITICAL,red
33.04,39.41,47.33,3.01,27.365,35.629,26,81.4,173.4,27.06,very_heavy,260.0,0.63,1,well,6.15,tea_plantation,28.0,6138.8,38.2,35.2,0.0,137.3,Hot_Humid,3,CRITICAL,red
28.84,41.67,39.23,2.9,23.9,28.839,58,58.6,155.8,24.16,moderate,130.0,0.37,0,mild,6.64,brick_kiln,480.0,1984.2,37.4,33.9,33.79,131.7,Composite,1,MODERATE,yellow
32.28,45.1,70.32,5.29,30.103,41.366,45,49.2,163.5,18.4,very_heavy,260.0,0.5,0,dehydrated,4.57,brick_kiln,29.0,6251.5,38.2,34.8,0.0,154.0,Hot_Dry,3,CRITICAL,red
37.29,40.43,51.22,5.25,30.96,47.239,42,45.1,151.4,19.68,moderate,130.0,0.54,0,well,6.35,salt_pan,480.0,4210.7,37.7,34.0,98.9,125.8,Hot_Dry,0,LOW,green
24.82,33.44,49.55,2.98,20.715,24.816,52,52.8,171.4,17.99,moderate,130.0,0.41,0,mild,1.45,brick_kiln,480.0,860.9,37.3,33.2,345.06,96.9,Composite,0,LOW,green
24.93,28.66,31.81,1.32,18.244,24.929,43,63.5,165.3,23.23,moderate,130.0,0.39,0,mild,2.78,agriculture,480.0,1134.3,37.3,33.4,265.35,98.2,Hot_Dry,0,LOW,green
25.16,31.14,42.44,5.69,18.992,25.157,34,49.6,162.1,18.86,heavy,200.0,0.5,1,mild,6.12,road_work,480.0,2474.3,37.8,33.0,129.63,124.3,Semi_Arid,0,LOW,green
41.48,49.79,25.89,2.89,31.27,41.479,36,61.4,181.8,18.6,heavy,200.0,0.59,1,mild,4.26,construction,29.0,7010.9,38.2,35.5,0.0,127.3,Hot_Dry,3,CRITICAL,red
23.92,35.6,81.03,5.14,22.973,23.923,25,79.5,150.1,35.31,heavy,200.0,0.59,0,mild,5.81,construction,480.0,2519.8,37.7,33.7,83.57,131.9,Highland,0,LOW,green
38.25,49.79,61.8,1.69,35.501,57.164,57,75.0,152.5,32.28,very_heavy,260.0,0.33,1,mild,2.48,agriculture,57.0,9278.0,38.0,36.3,0.0,134.2,Hot_Dry,3,CRITICAL,red
40.62,48.41,62.2,5.55,35.866,67.233,28,68.9,167.6,24.55,heavy,200.0,0.36,0,dehydrated,0.81,construction,21.0,9322.9,40.5,36.6,0.0,137.7,Hot_Dry,3,CRITICAL,red
32.8,42.92,74.69,5.86,30.384,44.874,47,50.7,150.4,22.4,moderate,130.0,0.47,0,mild,2.07,fishing,480.0,3206.0,37.6,33.8,308.08,112.7,Hot_Humid,0,LOW,green
31.69,35.41,61.45,1.17,27.936,36.788,48,63.7,178.6,19.96,heavy,200.0,0.33,0,mild,2.71,road_work,480.0,3963.7,37.8,34.9,269.3,124.5,Semi_Arid,0,LOW,green
25.65,35.91,59.25,5.95,21.944,25.649,51,60.4,165.8,21.97,light,65.0,0.53,1,dehydrated,5.32,construction,480.0,113.3,37.1,32.4,95.07,103.3,Semi_Arid,0,LOW,green
25.96,33.14,81.29,0.98,25.335,25.963,53,60.7,168.4,21.41,heavy,200.0,0.5,1,mild,1.16,quarry,480.0,3057.9,37.6,34.6,427.24,107.4,Semi_Arid,0,LOW,green
35.8,45.04,81.79,2.42,34.958,61.559,35,70.5,161.9,26.88,moderate,130.0,0.33,1,mild,2.87,road_labor,480.0,5991.3,37.3,35.2,324.76,116.2,Composite,0,LOW,green
29.11,36.21,67.8,4.45,25.913,32.547,29,67.4,153.7,28.53,moderate,130.0,0.37,0,mild,6.8,road_work,480.0,1963.1,37.5,33.5,23.75,116.2,Semi_Arid,2,HIGH,orange
26.47,35.09,31.12,7.17,18.688,26.468,23,75.2,166.0,27.29,very_heavy,260.0,0.42,0,dehydrated,6.3,construction,31.0,3958.7,38.1,33.0,0.0,141.9,Hot_Dry,3,CRITICAL,red
26.75,42.97,81.62,3.15,27.293,26.751,21,84.8,169.1,29.66,light,65.0,0.34,1,dehydrated,4.25,brick_kiln,480.0,477.6,37.0,33.7,159.11,102.6,Hot_Dry,0,LOW,green
32.38,46.12,35.49,2.35,26.75,32.377,20,57.1,159.1,22.56,heavy,200.0,0.38,1,mild,0.4,road_work,480.0,4875.5,38.0,35.0,472.59,111.3,Semi_Arid,0,LOW,green
29.37,36.51,48.33,9.88,23.438,29.938,18,68.2,154.9,28.44,very_heavy,260.0,0.48,1,dehydrated,4.38,construction,26.0,4530.0,38.2,32.8,0.0,122.2,Hot_Humid,3,CRITICAL,red
32.54,47.27,39.26,6.55,26.393,32.537,28,59.1,166.0,21.45,moderate,130.0,0.32,1,well,5.22,agriculture,480.0,3502.8,37.7,33.5,238.74,103.3,Semi_Arid,0,LOW,green
34.03,43.5,20.9,5.56,23.677,34.029,29,83.8,183.2,24.96,heavy,200.0,0.51,0,dehydrated,0.66,construction,36.0,5081.6,38.1,34.1,0.0,120.2,Hot_Dry,3,CRITICAL,red
28.98,38.85,56.01,3.97,25.177,30.41,40,60.5,167.9,21.45,heavy,200.0,0.5,1,mild,4.04,construction,480.0,3549.7,37.8,34.2,254.34,126.1,Semi_Arid,0,LOW,green
19.87,25.23,61.08,2.22,16.888,19.867,55,55.2,151.1,24.2,very_heavy,260.0,0.69,0,well,1.55,agriculture,480.0,2447.0,37.7,34.0,387.29,116.9,Composite,0,LOW,green
40.41,50.85,19.07,6.82,28.013,40.412,38,59.3,178.2,18.7,heavy,200.0,0.41,0,mild,1.47,salt_pan,19.0,7544.2,38.4,34.5,0.0,126.4,Hot_Dry,3,CRITICAL,red
38.63,48.43,21.05,5.35,27.441,38.634,57,56.8,150.5,25.07,light,65.0,0.6,1,mild,5.84,tea_plantation,480.0,2880.6,37.4,33.5,146.46,97.5,Highland,0,LOW,green
34.14,43.57,76.26,7.05,31.36,50.627,53,73.0,153.7,30.92,moderate,130.0,0.46,0,dehydrated,5.06,fishing,480.0,4168.9,37.6,33.6,56.28,133.9,Hot_Humid,1,MODERATE,yellow
28.65,34.93,68.45,1.05,26.406,31.721,25,49.4,178.3,15.55,light,65.0,0.68,0,well,0.51,quarry,480.0,1010.0,37.1,33.9,449.63,86.3,Semi_Arid,0,LOW,green
28.93,42.06,29.68,3.84,22.399,28.934,33,64.1,155.1,26.67,heavy,200.0,0.58,0,mild,4.67,agriculture,480.0,3882.2,37.9,34.3,151.92,126.6,Semi_Arid,0,LOW,green
27.85,32.07,81.55,4.68,25.657,31.951,44,45.9,170.4,15.8,moderate,130.0,0.64,0,dehydrated,3.84,tea_plantation,480.0,1755.7,37.4,33.4,129.43,117.5,Hot_Humid,0,LOW,green
37.56,53.43,29.7,5.82,29.495,37.561,27,68.4,171.9,23.17,moderate,130.0,0.33,0,mild,4.78,agriculture,480.0,5227.1,37.9,34.5,145.3,114.2,Hot_Dry,0,LOW,green
28.21,38.05,73.18,8.56,25.143,31.539,39,67.5,154.2,28.4,moderate,130.0,0.67,1,well,5.04,agriculture,480.0,1951.4,37.5,32.7,249.32,96.7,Hot_Humid,0,LOW,green
35.63,39.62,79.33,7.63,32.987,58.954,32,49.1,156.6,20.02,moderate,130.0,0.61,0,well,5.01,fishing,35.0,6869.2,40.0,34.8,0.0,120.4,Hot_Humid,3,CRITICAL,red
34.77,44.24,77.55,4.92,32.765,53.967,23,54.9,175.9,17.73,heavy,200.0,0.43,0,well,0.71,salt_pan,480.0,7100.0,37.9,34.7,437.21,115.5,Hot_Dry,0,LOW,green
36.97,51.46,44.7,5.53,31.35,43.153,30,61.9,163.2,23.24,moderate,130.0,0.67,1,well,4.73,road_work,480.0,4557.7,37.7,34.3,268.44,106.6,Semi_Arid,0,LOW,green
22.24,37.26,20.66,3.55,16.138,22.236,42,73.2,150.2,32.45,light,65.0,0.37,0,dehydrated,4.99,road_labor,480.0,118.5,37.1,32.7,60.52,97.1,Composite,0,LOW,green
35.78,41.95,82.07,4.24,33.814,61.681,38,64.0,172.2,21.59,heavy,200.0,0.7,1,mild,0.73,road_labor,30.0,9124.3,40.3,36.3,0.0,121.2,Composite,3,CRITICAL,red
31.18,37.42,54.77,8.95,25.868,33.959,35,70.4,177.0,22.47,moderate,130.0,0.3,0,well,6.01,fishing,480.0,2900.9,37.7,32.2,119.24,115.4,Hot_Humid,0,LOW,green
26.34,38.65,73.37,2.3,25.541,26.339,39,53.6,173.7,17.77,heavy,200.0,0.54,1,well,2.07,construction,480.0,3199.4,37.7,34.6,427.97,100.8,Highland,0,LOW,green
22.67,29.09,61.85,4.42,19.122,22.669,38,72.3,166.4,26.11,moderate,130.0,0.53,1,mild,0.6,road_labor,480.0,636.8,37.3,32.8,460.96,85.5,Composite,0,LOW,green
34.95,37.05,76.99,5.99,32.055,54.374,27,45.6,163.3,17.1,moderate,130.0,0.43,0,mild,0.14,tea_plantation,480.0,4875.4,37.6,33.7,423.88,109.4,Hot_Humid,0,LOW,green
26.89,35.36,44.96,4.32,21.613,26.889,34,81.2,159.3,32.0,heavy,200.0,0.59,0,dehydrated,6.14,salt_pan,480.0,3183.0,37.8,33.9,0.0,133.3,Hot_Dry,3,CRITICAL,red
